Alloy,Tensile Strength: Ultimate (UTS) (psi),Melting Completion (Liquidus),Al,As,B,C,Ca,Ce,Co,Cr,Cu,Fe,La,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
"SAE-AISI 1095 (SUP4, 1.1274, C100S, G10950) Carbon Steel",680.0,1450.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,98.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1108 (G11080) Carbon Steel,380.0,1460.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,99.07,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1117 (G11170) Carbon Steel,490.0,1460.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1118 (G11180) Carbon Steel,490.0,1460.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1132 (G11320) Carbon Steel,640.0,1460.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,98.05,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1137 (G11370) Carbon Steel,700.0,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,98.05,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1140 (G11400) Carbon Steel,600.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1141 (G11410) Carbon Steel,740.0,1460.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,97.95,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1144 (G11440) Carbon Steel,750.0,1450.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,97.75,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1146 (G11460) Carbon Steel,670.0,1460.0,0.0,0.0,0.0,0.4549999999999999,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1151 (G11510) Carbon Steel,710.0,1460.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,98.5,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1211 (G12110) Carbon Steel,430.0,1460.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,98.965,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1212 (G12120) Carbon Steel,440.0,1460.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,98.785,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1213 (G12130) Carbon Steel,440.0,1460.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 12L14 (G12144) Carbon Steel,440.0,1460.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,98.3,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0,0.065,0.25,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1330 (G13300) Carbon Steel,520.0,1460.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,97.65,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1335 (G13350) Carbon Steel,550.0,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,97.6,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1340 (G13400) Carbon Steel,540.0,1450.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,97.55,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1345 (G13450) Carbon Steel,590.0,1450.0,0.0,0.0,0.0,0.4549999999999999,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1524 (formerly 1024,G15240) Carbon Steel",570.0,1460.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1527 (formerly 1027,G15270) Carbon Steel",590.0,1460.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,98.35,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1536 (formerly 1036,G15360) Carbon Steel",640.0,1460.0,0.0,0.0,0.0,0.3349999999999999,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1541 (formerly 1041,G15410) Carbon Steel",720.0,1460.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,98.05,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1547 (formerly 1047,G15470) Carbon Steel",740.0,1460.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1548 (formerly 1048, 1.1226, G15480) Carbon Steel",730.0,1460.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1552 (formerly 1052,G15520) Carbon Steel",760.0,1460.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,98.1,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4012 (G40120) Molybdenum Steel,420.0,1460.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.0,0.875,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4023 (G40230) Molybdenum Steel,440.0,1460.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,98.45,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4024 (G40240) Molybdenum Steel,600.0,1460.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.0425,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4027 (G40270) Molybdenum Steel,500.0,1460.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4028 (G40280) Molybdenum Steel,490.0,1460.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.0425,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4037 (G40370) Molybdenum Steel,540.0,1460.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,98.3,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4042 (G40420) Molybdenum Steel,680.0,1460.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4047 (G40470) Molybdenum Steel,580.0,1460.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,98.2,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4118 (G41180) Cr-Mo Steel,500.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.5,0.0,97.95,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 4130 (SCM430,G41300) Cr-Mo Steel",530.0,1460.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.95,0.0,97.75,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4137 (G41370) Cr-Mo Steel,550.0,1460.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.95,0.0,97.4,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 4140 (SCM440,G41400) Cr-Mo Steel",690.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.95,0.0,97.3,0.0,0.0,0.875,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4142 (G41420) Cr-Mo Steel,590.0,1460.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.95,0.0,97.3,0.0,0.0,0.875,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 4145 (SCM445,G41450) Cr-Mo Steel",580.0,1460.0,0.0,0.0,0.0,0.4549999999999999,0.0,0.0,0.0,0.95,0.0,97.2,0.0,0.0,0.875,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4147 (G41470) Cr-Mo Steel,610.0,1460.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.95,0.0,97.2,0.0,0.0,0.875,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4150 (G41500) Cr-Mo Steel,660.0,1460.0,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.95,0.0,97.2,0.0,0.0,0.875,0.2,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4161 (G41610) Cr-Mo Steel,680.0,1460.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.8,0.0,97.15,0.0,0.0,0.875,0.3,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 4320 (SNCM420,G43200) Ni-Cr-Mo Steel",570.0,1460.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.5,0.0,96.4,0.0,0.0,0.55,0.25,0.0,0.0,1.85,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 4340 (SNCM439,G43400) Ni-Cr-Mo Steel",690.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.8,0.0,95.7,0.0,0.0,0.7,0.25,0.0,0.0,1.85,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 4340M (300M,K44220) Silicon-Vanadium Steel",2340.0,1440.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.85,0.0,94.05,0.0,0.0,0.775,0.4,0.0,0.0,1.85,0.0,0.006,0.0,0.006,0.0,1.65,0.0,0.0,0.0,0.075,0.0,0.0,0.0
SAE-AISI 4419 (G44190) Molybdenum Steel,490.0,1470.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,98.45,0.0,0.0,0.55,0.525,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4615 (G46150) Nickel Steel,480.0,1460.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,96.9,0.0,0.0,0.55,0.25,0.0,0.0,1.85,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4620 (G46200) Nickel Steel,490.0,1460.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,96.9,0.0,0.0,0.55,0.25,0.0,0.0,1.85,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4621 (G46210) Nickel Steel,500.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,96.6,0.0,0.0,0.8,0.25,0.0,0.0,1.85,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4626 (G46260) Nickel Steel,500.0,1460.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,97.85,0.0,0.0,0.55,0.2,0.0,0.0,0.85,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4718 (G47180) Ni-Cr-Mo Steel,510.0,1460.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.45,0.0,96.85,0.0,0.0,0.8,0.35,0.0,0.0,1.05,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4720 (G47200) Ni-Cr-Mo Steel,490.0,1460.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.45,0.0,97.25,0.0,0.0,0.6,0.2,0.0,0.0,1.05,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4815 (G48150) Nickel Steel,550.0,1460.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,95.3,0.0,0.0,0.5,0.25,0.0,0.0,3.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4817 (G48170) Nickel Steel,560.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,95.3,0.0,0.0,0.5,0.25,0.0,0.0,3.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 4820 (G48200) Nickel Steel,570.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,95.15,0.0,0.0,0.6,0.25,0.0,0.0,3.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5015 (G50150) Chromium Steel,430.0,1460.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.4,0.0,98.765,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 50B44 (G50441) Boron Steel,570.0,1460.0,0.0,0.0,0.00175,0.4549999999999999,0.0,0.0,0.0,0.4,0.0,98.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 50B46 (G50461) Boron Steel,540.0,1460.0,0.0,0.0,0.00175,0.4649999999999999,0.0,0.0,0.0,0.275,0.0,98.1,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 50B50 (G50501) Boron Steel,590.0,1460.0,0.0,0.0,0.00175,0.505,0.0,0.0,0.0,0.5,0.0,97.8,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 50B60 (G50601) Boron Steel,610.0,1450.0,0.0,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.5,0.0,97.7,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 5120 (SCr420,G51200) Chromium Steel",500.0,1460.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.8,0.0,97.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5130 (G51300) Chromium Steel,500.0,1460.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.95,0.0,97.65,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5132 (G51320) Chromium Steel,510.0,1460.0,0.0,0.0,0.0,0.3249999999999999,0.0,0.0,0.0,0.875,0.0,97.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5135 (G51350) Chromium Steel,510.0,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.95,0.0,97.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 5140 (SCr440,G51400) Chromium Steel",560.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.8,0.0,97.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5145 (G51450) Chromium Steel,560.0,1460.0,0.0,0.0,0.0,0.4549999999999999,0.0,0.0,0.0,0.8,0.0,97.65,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5147 (G51470) Chromium Steel,600.0,1450.0,0.0,0.0,0.0,0.485,0.0,0.0,0.0,1.025,0.0,97.4,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5150 (G51500) Chromium Steel,580.0,1460.0,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.8,0.0,97.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5155 (G51550) Chromium Steel,620.0,1450.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.8,0.0,97.55,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 5160 (G51600) Chromium Steel,660.0,1450.0,0.0,0.0,0.0,0.585,0.0,0.0,0.0,0.8,0.0,97.45,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 51B60 (G51601) Boron Steel,660.0,1450.0,0.0,0.0,0.00175,0.6000000000000001,0.0,0.0,0.0,0.8,0.0,97.4,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 52100 (G52986) Chromium Steel,590.0,1450.0,0.0,0.0,0.0,1.015,0.0,0.0,0.0,1.5,0.0,96.9,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0075,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 6118 (G61180) Chromium-Vanadium Steel,470.0,1460.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.6,0.0,98.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0
SAE-AISI 6150 (G61500) Chromium-Vanadium Steel,630.0,1460.0,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.95,0.0,97.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,0.0
SAE-AISI 8115 (G81150) Ni-Cr-Mo Steel,610.0,1460.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.4,0.0,97.9,0.0,0.0,0.8,0.1149999999999999,0.0,0.0,0.3,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 81B45 (G81451) Boron Steel,540.0,1460.0,0.0,0.0,0.00175,0.4549999999999999,0.0,0.0,0.0,0.45,0.0,97.5,0.0,0.0,0.875,0.1149999999999999,0.0,0.0,0.3,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8615 (G86150) Ni-Cr-Mo Steel,480.0,1460.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.5,0.0,97.5,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8617 (G86170) Ni-Cr-Mo Steel,470.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.5,0.0,97.5,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 8620 (SNCM220,G86200) Ni-Cr-Mo Steel",520.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.5,0.0,97.45,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8622 (G86220) Ni-Cr-Mo Steel,500.0,1460.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.5,0.0,97.45,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8625 (G86250) Ni-Cr-Mo Steel,510.0,1460.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.5,0.0,97.4,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8627 (G86270) Ni-Cr-Mo Steel,500.0,1460.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.5,0.0,97.4,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8630 (G86300) Ni-Cr-Mo Steel,540.0,1460.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.5,0.0,97.35,0.0,0.0,0.8,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8637 (G86370) Ni-Cr-Mo Steel,540.0,1460.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.5,0.0,97.2,0.0,0.0,0.875,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 8640 (SNCM240,G86400) Ni-Cr-Mo Steel",570.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.5,0.0,97.2,0.0,0.0,0.875,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 8642 (G86420) Ni-Cr-Mo Steel,580.0,1460.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.5,0.0,97.2,0.0,0.0,0.875,0.2,0.0,0.0,0.55,0.0,0.0175,0.0,0.02,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
